decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
confirmed pause,SL-QS - white quilt king size - [Quilt|King] - Exact - Ran - DO - SL-QUILT-SET-KING-WHITE,campaign,,,state,,paused,enabled,spend_wk,campaign,0,47.62,2026-09-16,,,,,,
placement premium removed,SL-QS - green quilt queen - [Quilt|Queen] - Phrase - Conv - DO - SL-QUILT-SET-QUEEN-SAGE-GREEN,campaign,,,placement_multiplier,placementProductPage,0,20,cpc,placement,0.77,0.92,2026-09-16,,,effective bid at these 15 placements falls back to the base bid; blended cost per order comes down without losing the base auction,2026-09-23,restore the prior percentage on any placement that drops below one order a week after the change,"These placements carry a premium that is not earning it: past the click line with either no orders or a cost per order above $13.20. The premium goes, the base bid stays."
placement premium removed,SL-QS - king size bedspread - [Bedspread|King] - Broad - Disc - DO - SL-QUILT-SET-KING-LIGHT-GREY,campaign,,,placement_multiplier,placementProductPage,0,10,cpc,placement,0.63,0.69,2026-09-16,,,,,,
placement premium removed,SL-QS - bedspread king size - [Bedspread|King] - Exact - Ran - DO - SL-QUILT-SET-KING-BLACK,campaign,,,placement_multiplier,placementTop,0,50,cpc,placement,1.26,1.89,2026-09-16,,,,,,
placement premium removed,SL-QS - king white quilt - [Quilt|King] - Exact - Ran - DO - SL-QUILT-SET-KING-WHITE,campaign,,,placement_multiplier,placementTop,0,50,cpc,placement,0.85,1.28,2026-09-16,,,,,,
placement premium removed,D-QS-SP-AUTO-KING-G,campaign,,,placement_multiplier,placementRestOfSearch,0,30,cpc,placement,0.42,0.55,2026-09-16,,,,,,
placement premium removed,SL-QS - king size bedspread - [Bedspread|King] - Broad - Disc - DO - SL-QUILT-SET-KING-LIGHT-GREY,campaign,,,placement_multiplier,placementRestOfSearch,0,10,cpc,placement,0.65,0.71,2026-09-16,,,,,,
placement premium removed,SL-QS-SP-AUTO-QUEEN-CATCH ALL,campaign,,,placement_multiplier,placementProductPage,0,20,cpc,placement,0.68,0.81,2026-09-16,,,,,,
placement premium removed,SL-QS-TESTING-NEW-FEATURE,campaign,,,placement_multiplier,placementTop,0,50,cpc,placement,0.36,0.54,2026-09-16,,,,,,
placement premium removed,SL-QS - king size bedspread - [Bedspread|King] - Broad - Disc - DO - SL-QUILT-SET-KING-LIGHT-GREY,campaign,,,placement_multiplier,placementTop,0,10,cpc,placement,0.75,0.82,2026-09-16,,,,,,
placement premium removed,SL-QS - oversize king bedspread - [Bedspread|King] - Phrase - Conv - DO - SL-QUILT-SET-KING-LIGHT-GREY,campaign,,,placement_multiplier,placementTop,0,30,cpc,placement,0.85,1.11,2026-09-16,,,,,,
placement premium removed,SL-QS-BROAD-LTSF-SL-QUILT-SET-QUEEN-TAUPE-lightweight quilts queen size,campaign,,,placement_multiplier,placementProductPage,0,20,cpc,placement,0.63,0.76,2026-09-16,,,,,,
placement premium removed,SL-QS - green quilt queen - [Quilt|Queen] - Phrase - Conv - DO - SL-QUILT-SET-QUEEN-SAGE-GREEN,campaign,,,placement_multiplier,placementTop,0,50,cpc,placement,0.69,1.04,2026-09-16,,,,,,
placement premium removed,D-QS-SP-AUTO-QUEEN-G,campaign,,,placement_multiplier,placementTop,0,50,cpc,placement,0.25,0.37,2026-09-16,,,,,,
placement premium removed,SL-QS - oversize king bedspread - [Bedspread|King] - Phrase - Conv - DO - SL-QUILT-SET-KING-LIGHT-GREY,campaign,,,placement_multiplier,placementRestOfSearch,0,20,cpc,placement,0.88,1.06,2026-09-16,,,,,,
placement premium removed,D-QS-SP-PHRASE-CATCH ALL-TWIN-G,campaign,,,placement_multiplier,placementTop,0,50,cpc,placement,0.76,1.14,2026-09-16,,,,,,
placement premium stepped down,SL-QS-SP-AUTO-QUEEN-CATCH ALL,campaign,,,placement_multiplier,placementTop,20,30,cpc,placement,0.72,0.78,2026-09-16,,,cost per order at these placements moves toward $13.20 while the volume they carry is kept,2026-09-23,take the modifier to 0% at the outcome read if cost per order has not come inside $13.20,"These two placements run just over the cap — $14.63 and $14.02 per order — on real volume, nineteen orders in the case of the auto catch-all. One step down rather than removal: the gap is small enough that a full cut would lose more volume than it saves."
placement premium stepped down,SL-QS-SP-AUTO-QUEEN-CATCH ALL,campaign,,,placement_multiplier,placementRestOfSearch,20,30,cpc,placement,0.51,0.55,2026-09-16,,,,,,
placement premium stepped down,SL-QS - bedspread king - [Bedspread|King] - Exact - Ran - DO - SL-QUILT-SET-KING-BLACK,campaign,,,placement_multiplier,placementTop,30,50,cpc,placement,1.62,1.87,2026-09-16,,,,,,
