decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-NATURAL-2-PCS)-(blackout curtains 92+ inches long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.5,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom),campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.49,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - ivory linen curtains,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(thermal insulated blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-room darkening curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-blackout drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,DLC - SP - phrase-DO- LINEN-CURTAIN-52x96-G1,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - pinch pleated linen curtains blackout,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inches long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-BROAD-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory blackout curtains 96 inch long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - pinch pleat linen curtains,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory curtains blackout),campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.1,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(blackout curtains 96),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for the living room),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-BEIGE-2-PCS)-(beige blackout curtains 96 inches long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-blackout curtain for living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.5,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(warm ivory blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-BROAD-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(linen blackout curtains 96 inch long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x96-LIGHT-BEIGE-2-PCS-B0F639YZ3D-G,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-linen textured curtains bedroom-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-BROAD-RAN-DO-(Curtains|Room Darkening)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(room darkening curtains 96 inch long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(bedroom curtains blackout),campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.5,2026-09-16,,,,,,
refund gate pause,D-LC-SP-BROAD-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(96 curtains 2 panel set),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-PHRASE-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-BEIGE-2-PCS)-(blackout curtains 96 inch long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-room darkening curtains 96 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,DLC - SP - phrase-DO- LINEN-CURTAIN-52x84-G2,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout bedroom curtain),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-BROAD-RAN-DO-(Curtains)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(curtain 96 inch long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(52 x 84 blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-PAT-B0GR67MC4D-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural linen curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x120-NATURAL-2-PCS)-(blackout curtains for bedroom 120 inches long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x96-LIGHT-BEIGE-2-PCS-B0F639YZ3D - linen beige curtains,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-darkening curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-cortinas blackout-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(textured blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-PAT-B0FKGF76ZQ-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-black out linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains 2 panel set),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains for bedroom blackout),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory blackout curtains 96 inches long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,DLC - SP - phrase-DO- LINEN-CURTAIN-52x96-G2,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-cortinas blackout para dormitorio-(Blackout-ES)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-linen curtains for bedroom-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(lightweight blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen pinch pleated curtains,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(living room blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.49,2026-09-16,,,,,,
refund gate pause,D-LC-SP-textured linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x96-NATURAL-2-PCS-B0F6366Z7N-G,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-linen drapes-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.8,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(total blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-100 percent linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-light blocking curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-black out curtains 96 inch long 2 panels-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains blackout 84 inch length),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(52 x 96 blackout curtains 2 panels),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-black out curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains for living room blackout),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 52x84),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-cortinas blackout para sala elegantes-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-sun zero blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-extra wide blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - pinch pleated curtains linen,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-black out curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.5,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains textured),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen privacy curtains,campaign,,,state,,paused,enabled,spend_wk,campaign,0,1.79,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout living room curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-white blackout curtains 96 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-linen black out curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(linen curtains 96 inch long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch length),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains pinch pleat,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x84-NATURAL-2-PCS)-(long blackout curtains for living room),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains 2 panel set,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-black out drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-black out curtains living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x84-NATURAL-2-PCS)-(blackout curtains for bedroom 84 inches long),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 in blackout curtains),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-dark curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 blackout curtains 2 panel set),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-darkening curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory linen curtains blackout),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - two drapes pinch pleated linen curtains,campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains for bedroom),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(52x84 blackout curtains 2 panels),campaign,,,state,,paused,enabled,spend_wk,campaign,0,0,2026-09-16,,,,,,
