decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,keyword,curtains for living room,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,keyword,curtains for bedroom,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,keyword,bedroom curtains,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-ROOM,keyword,sliding door curtains,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,campaign,,,create_campaign,,22,none,spend_wk,campaign,154,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,keyword,curtains 96 inches long,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,keyword,96 inch curtains 2 panel set,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,keyword,drapes 96 inches long 2 panels,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,keyword,84 inch curtains 2 panel set,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-SIZE,keyword,curtains 108 inches long,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,campaign,,,create_campaign,,20,none,spend_wk,campaign,140,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,curtains,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,curtain,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,beige curtains,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,oatmeal linen curtains,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,blackout linen curtains,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,curtain blackout,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-BROAD-CORE,keyword,blackout curtains linen,BROAD,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,campaign,,,create_campaign,,30,none,spend_wk,campaign,210,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x120-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x72-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x63-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x90-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x90-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x108-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x120-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,product_ad,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x108-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 92 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 60 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,long curtain,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,curtains 63 inch length,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,84 inch curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 95 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,54 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 86 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,102 inch long curtains blackout,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,86 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 54 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,curtains blackout 96 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,82 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,92 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,96 blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 48 inch length,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,96in blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,100 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 100 inches wide,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,105 inch curtains blackout,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 36 inch length,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 68 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 80 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 94 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,40 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,98 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 82 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 55 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 42 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,88 inch blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 74 inches long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 108,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 96 inch,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 65 inch length,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains 96 inches,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,blackout curtains long,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,63 blackout curtains 2 panels,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,48 blackout curtains,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-SIZE,keyword,50x84 blackout curtains 2 panels,PHRASE,create_keyword,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,campaign,,,create_campaign,,26,none,spend_wk,campaign,182,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,ad_group,,,create_ad_group,,0.53,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,campaign,,,placement_multiplier,placementTop,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,campaign,,,placement_multiplier,placementRestOfSearch,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,campaign,,,placement_multiplier,placementProductPage,0,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x84-IVORY-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-IVORY-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
new SP campaigns — tranche A,SL-LC-SP-PHRASE-ROOM,product_ad,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,,create_product_ad,,LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,none,spend_wk,campaign,,0,2026-09-16,,,,,,
